date,Index,D12,E12,b/m,tbl,AAA,BAA,lty,ntis,Rfree,infl,ltr,corpr,svar,CRSP_SPvw,CRSP_SPvwx
199311,461.79,12.5577,21.3967,0.3110794108,0.031,0.0693,0.0766,0.0651,0.0438375603,0.0025,0.0006863418,-0.0259,-0.0188,0.0005763517,-0.008655,-0.012084
199312,466.45,12.577,21.89,0.3052672229,0.0306,0.0693,0.0769,0.0654,0.0457268699,0.0023,0,0.002,0.0067,0.0002696821,0.012646,0.010617
199401,481.61,12.6203,22.1633,0.2880585672,0.0298,0.0692,0.0765,0.0637,0.0436711352,0.0025,0.0027434842,0.0257,0.0202,0.0004234883,0.033429,0.031954
199402,467.14,12.6637,22.4367,0.2990588209,0.0325,0.0708,0.0776,0.0682,0.0450411316,0.0021,0.0034199726,-0.045,-0.0286,0.0010260765,-0.027161,-0.030121
199403,445.77,12.707,22.71,0.3074838051,0.035,0.0748,0.0813,0.0725,0.0419050878,0.0027,0.0034083163,-0.0395,-0.0383,0.0008921025,-0.043456,-0.045728
199404,450.91,12.7497,23.54,0.3036647862,0.0368,0.0788,0.0852,0.0745,0.0398456593,0.0027,0.0013586957,-0.015,-0.0097,0.001373668,0.012817,0.011477
199405,456.51,12.7923,24.37,0.2974694757,0.0414,0.0799,0.0862,0.0759,0.0396410671,0.0031,0.0006784261,-0.0082,-0.0062,0.0007505029,0.016309,0.012559
199406,444.27,12.835,25.2,0.3084170767,0.0414,0.0797,0.0865,0.0774,0.033995564,0.0031,0.0033898305,-0.01,-0.0081,0.0007971327,-0.024762,-0.027113
199407,458.25,12.8643,25.91,0.2969853808,0.0433,0.0811,0.088,0.0746,0.0312112174,0.0028,0.0027027027,0.0363,0.0309,0.0003272825,0.032714,0.031381
199408,475.5,12.8937,26.62,0.2856838193,0.0448,0.0807,0.0874,0.0761,0.0287065182,0.0037,0.0040431267,-0.0086,-0.0031,0.0005603876,0.041341,0.03799
199409,462.71,12.923,27.33,0.2909046586,0.0462,0.0834,0.0898,0.08,0.0290032948,0.0037,0.0026845638,-0.0331,-0.0265,0.000801893,-0.02394,-0.026238
199410,472.35,13.0053,28.42,0.2860712737,0.0495,0.0857,0.092,0.0809,0.0260004953,0.0038,0.000669344,-0.0025,-0.005,0.001158428,0.022619,0.021043
199411,453.69,13.0877,29.51,0.2989926143,0.0529,0.0868,0.0932,0.0808,0.022917147,0.0037,0.0013377926,0.0066,0.0018,0.0008363991,-0.036248,-0.039423
199412,459.27,13.17,30.6,0.2915683,0.056,0.0846,0.091,0.0799,0.0165942926,0.0044,0,0.0161,0.0157,0.000704923,0.014955,0.012419
199501,470.42,13.17,31.25,0.2908537344,0.0571,0.0846,0.0908,0.078,0.0150933699,0.0042,0.004008016,0.0273,0.0256,0.0002893766,0.026,0.024348
199502,487.39,13.17,31.9,0.2787300356,0.0577,0.0826,0.0885,0.0758,0.0145320951,0.004,0.003992016,0.0287,0.0289,0.0004724141,0.039228,0.036328
199503,500.71,13.17,32.55,0.3138765419,0.0573,0.0812,0.087,0.0755,0.0143885983,0.0046,0.0033134526,0.0091,0.0095,0.0004843058,0.029334,0.027179
199504,514.71,13.2337,33.1767,0.3019947008,0.0565,0.0803,0.086,0.0745,0.0130124069,0.0044,0.0033025099,0.0169,0.0175,0.0002569204,0.029395,0.027914
199505,533.4,13.2973,33.8033,0.2922642542,0.0567,0.0765,0.082,0.0677,0.010743778,0.0054,0.0019749835,0.079,0.0631,0.0010114421,0.039809,0.036454
199506,544.75,13.361,34.43,0.2864296179,0.0547,0.073,0.079,0.067,0.0082749191,0.0047,0.0019710907,0.0139,0.0079,0.0006967643,0.024155,0.022198
199507,562.06,13.4323,34.68,0.2771603672,0.0542,0.0741,0.0804,0.0691,0.0070611198,0.0045,0,-0.0168,-0.0101,0.0007732277,0.033405,0.032023
199508,561.88,13.5037,34.93,0.2830461347,0.054,0.0757,0.0819,0.0674,0.0091214683,0.0047,0.0026229508,0.0236,0.0214,0.0002067297,0.003495,0.000642
199509,584.41,13.575,35.18,0.2724949976,0.0528,0.0732,0.0793,0.0663,0.006379353,0.0043,0.0019620667,0.0175,0.0153,0.0003814536,0.042102,0.040182
199510,581.5,13.646,34.7733,0.2744202453,0.0528,0.0712,0.0775,0.0641,0.0122212523,0.0047,0.0032637076,0.0294,0.0185,0.0004878173,-0.003442,-0.004864
199511,605.37,13.717,34.3667,0.2571688515,0.0536,0.0702,0.0768,0.0623,0.0168709535,0.0042,-0.0006506181,0.0249,0.0242,0.0005461627,0.044179,0.041338
199512,615.93,13.788,33.96,0.2550263829,0.0514,0.0682,0.0749,0.0603,0.0155265173,0.0049,-0.0006510417,0.0272,0.0228,0.0008205365,0.017643,0.015809
199601,636.02,13.8933,33.9867,0.2418771721,0.05,0.0681,0.0747,0.0609,0.0161278629,0.0043,0.0058631922,-0.0011,0.0014,0.0013839551,0.034861,0.033415
199602,640.43,13.9987,34.0133,0.2378947371,0.0483,0.0699,0.0763,0.0659,0.0168013686,0.0039,0.003238342,-0.0483,-0.0373,0.0012676309,0.010088,0.007689
199603,645.5,14.104,34.04,0.2392996154,0.0496,0.0735,0.0803,0.0684,0.0168919131,0.0039,0.0051646223,-0.021,-0.013,0.0017417161,0.009585,0.00786
199604,654.17,14.1603,34.33,0.2400758062,0.0495,0.075,0.0819,0.0706,0.0211219538,0.0046,0.0038535645,-0.0165,-0.016,0.0009818376,0.015133,0.013857
199605,669.12,14.2167,34.62,0.2369235155,0.0502,0.0762,0.083,0.0717,0.0264191545,0.0042,0.0019193858,-0.0054,0.0005,0.0011252912,0.025257,0.02253
199606,670.63,14.273,34.91,0.2364437252,0.0509,0.0771,0.084,0.0703,0.0272161737,0.004,0.0006385696,0.0203,0.0172,0.0003948038,0.004128,0.002562
199607,639.95,14.4033,35.2733,0.2418198938,0.0515,0.0765,0.0835,0.0707,0.0311368642,0.0045,0.0019144863,0.0018,0.001,0.0023551484,-0.044441,-0.046048
199608,651.99,14.5337,35.6367,0.2380611179,0.0505,0.0746,0.0818,0.0726,0.0308861056,0.0041,0.001910828,-0.0139,-0.007,0.0011215207,0.021928,0.019589
199609,687.31,14.664,36,0.2272973181,0.0509,0.0766,0.0835,0.0704,0.0295807368,0.0044,0.0031786395,0.029,0.0259,0.000686243,0.056035,0.054112
199610,705.27,14.7423,36.91,0.2217476558,0.0499,0.0739,0.0807,0.0671,0.0256558088,0.0042,0.0031685678,0.0404,0.0361,0.000606645,0.026798,0.025348
199611,757.02,14.8207,37.82,0.2050079191,0.0503,0.071,0.0779,0.0643,0.0220673413,0.0041,0.0018951358,0.0351,0.0263,0.0007037354,0.076441,0.074218
199612,740.74,14.899,38.73,0.2073427297,0.0491,0.072,0.0789,0.0673,0.0241256867,0.0046,0,-0.0256,-0.0186,0.0017090846,-0.019801,-0.021518
199701,786.16,14.9523,39.2333,0.1962401029,0.0503,0.0742,0.0809,0.0689,0.0244069327,0.0045,0.0031525851,-0.0079,-0.0028,0.0013600822,0.062779,0.061689
199702,790.82,15.0057,39.7367,0.1943954108,0.0501,0.0731,0.0794,0.0694,0.0229109266,0.0039,0.0031426776,0.0005,0.0028,0.0014747914,0.007752,0.0058
199703,757.12,15.059,40.24,0.2147802023,0.0514,0.0755,0.0818,0.0723,0.0211485434,0.0043,0.0025062657,-0.0252,-0.0221,0.0020014615,-0.041653,-0.04331
199704,801.34,15.093,40.3433,0.2017410478,0.0516,0.0773,0.0834,0.0705,0.0169452901,0.0043,0.00125,0.0255,0.0184,0.003005081,0.060274,0.059016
199705,848.28,15.127,40.4467,0.1928785879,0.0505,0.0758,0.082,0.0701,0.0132644502,0.0049,-0.0006242197,0.0097,0.0128,0.0020074558,0.061401,0.059272
199706,885.14,15.161,40.55,0.184287615,0.0493,0.0741,0.0802,0.0688,0.010846707,0.0037,0.0012492192,0.0195,0.0187,0.0019744632,0.044103,0.042762
199707,954.29,15.2183,40.58,0.171964943,0.0505,0.0714,0.0775,0.0637,0.0115926587,0.0043,0.0012476606,0.0626,0.0528,0.0020102151,0.080388,0.078977
199708,899.47,15.2757,40.61,0.1855054038,0.0514,0.0722,0.0782,0.0672,0.012877263,0.0041,0.0018691589,-0.0317,-0.024,0.0024647217,-0.05497,-0.056458
199709,947.28,15.333,40.64,0.177967857,0.0495,0.0715,0.077,0.0649,0.0146342661,0.0044,0.0024875622,0.0316,0.0226,0.0026264943,0.053886,0.052408
199710,914.62,15.3877,40.3333,0.1900006773,0.0497,0.07,0.0757,0.0623,0.0162628256,0.0042,0.0024813896,0.0341,0.0191,0.0093638214,-0.032605,-0.03373
199711,955.4,15.4423,40.0267,0.1807462988,0.0514,0.0687,0.0742,0.0614,0.0156672081,0.0039,-0.0006188119,0.0148,0.0101,0.00266211,0.046321,0.044625
199712,970.43,15.497,39.72,0.1788008842,0.0516,0.0676,0.0732,0.0602,0.0155594713,0.0048,-0.0012383901,0.0184,0.0163,0.0022493744,0.017147,0.0157
199801,980.28,15.545,39.66,0.1788402734,0.0504,0.0661,0.0719,0.0589,0.0137396363,0.0043,0.0018598884,0.02,0.0137,0.0024688425,0.011994,0.01108
199802,1049.34,15.593,39.6,0.1654630971,0.0509,0.0667,0.0725,0.0599,0.0120563774,0.0039,0.0018564356,-0.0072,-0.0007,0.0010533477,0.071956,0.070303
199803,1101.75,15.641,39.54,0.181140396,0.0503,0.0672,0.0732,0.0602,0.0164888614,0.0039,0.0018529957,0.0025,0.0038,0.0011367858,0.051336,0.050104
199804,1111.75,15.744,39.35,0.1758729222,0.0495,0.0669,0.0733,0.0604,0.0164053658,0.0043,0.0018495684,0.0026,0.0053,0.001614764,0.011275,0.010232
199805,1090.82,15.847,39.16,0.1791022057,0.05,0.0669,0.073,0.0592,0.0190752061,0.004,0.0018461538,0.0182,0.0167,0.0009588233,-0.017674,-0.019206
199806,1133.84,15.95,38.97,0.178060606,0.0498,0.0653,0.0713,0.0576,0.0240105767,0.0041,0.0012285012,0.0228,0.0115,0.0020973439,0.04097,0.0398
199807,1120.67,16.0143,38.6767,0.1794381089,0.0496,0.0655,0.0715,0.0584,0.0253535652,0.004,0.0012269939,-0.004,-0.0056,0.0022281758,-0.010109,-0.011112
199808,957.28,16.0787,38.3833,0.2114320916,0.049,0.0652,0.0714,0.0547,0.0285190292,0.0043,0.0012254902,0.0465,0.0089,0.009333917,-0.143124,-0.144504
199809,1017.01,16.143,38.09,0.2032484042,0.0461,0.064,0.0709,0.0517,0.0240829091,0.0046,0.0012239902,0.0395,0.0413,0.0099710169,0.063176,0.061612
199810,1098.67,16.1603,37.9633,0.1855190768,0.0396,0.0637,0.0718,0.054,0.0207400892,0.0032,0.0024449878,-0.0218,-0.019,0.0051715275,0.080111,0.079144
199811,1163.63,16.1777,37.8367,0.1748468445,0.0441,0.0641,0.0734,0.0535,0.0220035773,0.0031,0,0.0097,0.027,0.0019366789,0.062164,0.060685
199812,1229.23,16.195,37.71,0.1736113154,0.0439,0.0622,0.0723,0.0542,0.0200570294,0.0038,-0.0006097561,-0.0032,0.001,0.0032868972,0.059673,0.058454
199901,1279.64,16.2797,37.9333,0.1703206191,0.0434,0.0624,0.0729,0.0536,0.0155876993,0.0035,0.0024405125,0.0121,0.0123,0.0033356136,0.0428,0.042
199902,1238.33,16.3643,38.1567,0.1712768096,0.0444,0.064,0.0739,0.0587,0.0184466675,0.0035,0.0012172855,-0.052,-0.0401,0.0034821497,-0.031935,-0.033156
199903,1286.37,16.449,38.38,0.1728971707,0.0444,0.0662,0.0753,0.0592,0.0206681224,0.0043,0.0030395137,-0.0008,0.0002,0.0032135873,0.038979,0.037774
199904,1335.18,16.4487,39.26,0.1568258764,0.0429,0.0664,0.0748,0.0594,0.0251812663,0.0037,0.0072727273,0.0021,-0.0024,0.002726626,0.037559,0.036771
199905,1301.84,16.4483,40.14,0.1602311354,0.045,0.0693,0.0772,0.0615,0.0258974347,0.0034,0,-0.0185,-0.0176,0.0030856487,-0.023159,-0.024833
199906,1372.71,16.448,41.02,0.1542274468,0.0457,0.0723,0.0802,0.0627,0.0188685806,0.004,0,-0.0078,-0.016,0.0024092465,0.054431,0.053398
199907,1328.72,16.5123,42,0.1587964727,0.0455,0.0719,0.0795,0.0639,0.0193704415,0.0038,0.0030084236,-0.0077,-0.0113,0.0016111779,-0.03022,-0.031084
199908,1320.41,16.5767,42.98,0.1562430269,0.0472,0.074,0.0815,0.0649,0.0188807383,0.0039,0.0023995201,-0.0053,-0.0026,0.0027298485,-0.004989,-0.006251
199909,1282.71,16.641,43.96,0.1636844982,0.0468,0.0739,0.082,0.0646,0.0203796791,0.0039,0.0047875524,0.0084,0.0093,0.0027049432,-0.028079,-0.029257
199910,1362.93,16.658,45.3633,0.1576906607,0.0486,0.0755,0.0838,0.0651,0.0204452369,0.0039,0.0017867778,-0.0012,0.0047,0.0048759751,0.064238,0.063512
199911,1388.91,16.675,46.7667,0.1555459671,0.0507,0.0736,0.0815,0.0662,0.0182804544,0.0036,0.0005945303,-0.0061,-0.0024,0.0013542672,0.020822,0.019547
199912,1469.25,16.692,48.17,0.1471672594,0.052,0.0755,0.0819,0.0682,0.0178887565,0.0044,0,-0.0155,-0.0102,0.0011487749,0.062579,0.061549
200001,1394.46,16.7153,49.0967,0.15465416,0.0532,0.0778,0.0833,0.0666,0.0253587807,0.0041,0.0029708853,0.0228,-0.0021,0.0052062998,-0.04963,-0.050296
200002,1366.42,16.7387,50.0233,0.1670564326,0.0555,0.0768,0.0829,0.0646,0.027418814,0.0043,0.0059241706,0.0264,0.0092,0.0030004662,-0.017458,-0.018666
200003,1498.58,16.762,50.95,0.1499735618,0.0569,0.0768,0.0837,0.0618,0.0182913901,0.0047,0.0082449941,0.0367,0.0169,0.0066783159,0.098488,0.097431
200004,1452.43,16.7427,51.2733,0.1526004182,0.0566,0.0764,0.084,0.063,0.0119449458,0.0046,0.0005841121,-0.0076,-0.0115,0.0079417469,-0.031585,-0.032308
200005,1420.6,16.7233,51.5967,0.1556687311,0.0579,0.0799,0.089,0.064,0.0091785275,0.005,0.0011675423,-0.0054,-0.0161,0.0051854234,-0.022304,-0.023617
200006,1454.6,16.704,51.92,0.1567779616,0.0569,0.0767,0.0848,0.0622,0.0071242127,0.004,0.0052478134,0.0244,0.0326,0.0023597572,0.026219,0.025497
200007,1430.83,16.585,52.5133,0.155674151,0.0596,0.0765,0.0835,0.0611,0.0047122339,0.0048,0.0023201856,0.0173,0.0179,0.0020654329,-0.012795,-0.013559
200008,1517.68,16.466,53.1067,0.146053064,0.0609,0.0755,0.0826,0.0594,0.0046746382,0.005,0,0.024,0.0135,0.0010392529,0.062594,0.061275
200009,1436.51,16.347,53.7,0.1537894629,0.06,0.0762,0.0835,0.0612,0.0044689258,0.0051,0.0052083333,-0.0157,0.0046,0.0015999952,-0.052088,-0.052795
200010,1429.4,16.3217,52.4667,0.1493007889,0.0611,0.0755,0.0834,0.06,0.0037442804,0.0056,0.0017271157,0.0187,0.0045,0.0055682093,-0.00412,-0.004829
200011,1314.95,16.2963,51.2333,0.1572808929,0.0617,0.0745,0.0828,0.0576,0.0011574522,0.0051,0.0005747126,0.0319,0.0263,0.0032724144,-0.078268,-0.079557
200012,1320.28,16.271,50,0.1518515036,0.0577,0.0721,0.0802,0.0558,-0.0022617472,0.005,-0.0005743825,0.0243,0.027,0.0052992481,0.00572,0.004861
200101,1366.01,16.1717,48.48,0.1504496662,0.0515,0.0715,0.0793,0.0562,-0.0031925908,0.0054,0.0063218391,0.0005,0.0359,0.004941018,0.032375,0.031555
200102,1239.94,16.0723,46.96,0.1560700913,0.0488,0.071,0.0787,0.0549,-0.0068557205,0.0038,0.0039977156,0.0191,0.0127,0.0025284102,-0.090952,-0.092131
200103,1160.33,15.973,45.44,0.1331135514,0.0442,0.0698,0.0784,0.0559,-0.0052134444,0.0042,0.0022753129,-0.0074,-0.0029,0.0071395945,-0.063706,-0.064587
200104,1249.46,15.8773,42.5567,0.1224969006,0.0387,0.072,0.0807,0.0593,-0.0025430255,0.0039,0.0039727582,-0.0313,-0.0128,0.0074262611,0.077825,0.076981
200105,1255.82,15.7817,39.6733,0.120510188,0.0362,0.0729,0.0807,0.0594,-0.0002482857,0.0032,0.004522329,0.0037,0.0132,0.0025362374,0.00687,0.00533
200106,1224.42,15.686,36.79,0.1252094328,0.0349,0.0718,0.0797,0.059,0.0050407545,0.0028,0.0016882386,0.0085,0.0055,0.0015083583,-0.024506,-0.025183
200107,1211.23,15.7027,33.9633,0.1249665833,0.0351,0.0713,0.0797,0.0561,0.0079138367,0.003,-0.0028089888,0.0376,0.0361,0.0028996134,-0.009317,-0.010248
200108,1133.58,15.7193,31.1367,0.1321641438,0.0336,0.0702,0.0785,0.0546,0.0099183208,0.0031,0,0.0206,0.0156,0.0022215212,-0.063435,-0.064933
200109,1040.94,15.736,28.31,0.1486285882,0.0264,0.0717,0.0803,0.0542,0.008652734,0.0028,0.0045070423,0.0081,-0.0152,0.0071675937,-0.080361,-0.081352
200110,1059.78,15.7373,27.1033,0.1449013996,0.0216,0.0703,0.0791,0.0506,0.0107492736,0.0022,-0.003365115,0.0464,0.0437,0.0032497725,0.01954,0.018546
200111,1139.45,15.7387,25.8967,0.1334813667,0.0187,0.0697,0.0781,0.0553,0.0111617665,0.0017,-0.0016882386,-0.0471,-0.0188,0.002189358,0.078787,0.077259
200112,1148.08,15.74,24.69,0.1312178459,0.0169,0.0677,0.0805,0.0575,0.0134648247,0.0015,-0.003945885,-0.0183,-0.009,0.0017979581,0.009051,0.007849
200201,1130.2,15.7367,24.6933,0.1325605487,0.0165,0.0655,0.0787,0.0569,0.0111912895,0.0014,0.0022637238,0.0138,0.0175,0.0021838795,-0.014324,-0.01532
200202,1106.73,15.7333,24.6967,0.1301190857,0.0172,0.0651,0.0789,0.0563,0.0124990208,0.0013,0.0039525692,0.0115,0.013,0.002567843,-0.019481,-0.020973
200203,1147.39,15.73,24.7,0.2368334023,0.0179,0.0681,0.0811,0.0604,0.0137594442,0.0013,0.005624297,-0.0436,-0.0295,0.0020148209,0.037572,0.03669
200204,1076.92,15.833,25.38,0.2477323126,0.0171,0.0676,0.0803,0.0575,0.015106854,0.0015,0.0055928412,0.041,0.0253,0.002319778,-0.061001,-0.061826
200205,1067.14,15.936,26.06,0.2482556141,0.0173,0.0675,0.0809,0.0578,0.0222773404,0.0014,0,0.0015,0.0113,0.0041016102,-0.0078,-0.009438
200206,989.81,16.039,26.74,0.2665725018,0.017,0.0663,0.0795,0.0566,0.0275227705,0.0013,0.0005561735,0.0187,0.0073,0.0037079467,-0.071349,-0.072611
200207,911.62,15.959,27.84,0.2820321945,0.0168,0.0653,0.079,0.0544,0.0284410263,0.0015,0.0011117287,0.0303,0.0094,0.0153427907,-0.073987,-0.075074
200208,916.07,15.879,28.94,0.284411556,0.0162,0.0637,0.0758,0.051,0.0247476984,0.0014,0.0033314825,0.0464,0.0452,0.0094092909,0.007061,0.005401
200209,815.29,15.799,30.04,0.3245551555,0.0163,0.0615,0.074,0.048,0.029299296,0.0014,0.0016602103,0.0417,0.033,0.0073661128,-0.108965,-0.110421
200210,885.76,15.8907,29.2233,0.2934370638,0.0158,0.0632,0.0773,0.0508,0.025670932,0.0014,0.0016574586,-0.0294,-0.024,0.0115896355,0.088599,0.087103
200211,936.31,15.9823,28.4067,0.2769754993,0.0123,0.0631,0.0762,0.0521,0.0229075973,0.0012,0,-0.0122,0.013,0.0044490751,0.059019,0.057288
200212,879.82,16.074,27.59,0.2953858956,0.0119,0.0621,0.0745,0.0484,0.0257359814,0.0011,-0.0022062879,0.0507,0.0361,0.002639538,-0.058834,-0.060464
200301,855.7,16.124,28.5,0.3059423072,0.0117,0.0617,0.0735,0.0495,0.0282889555,0.001,0.0044223328,-0.0106,0.0021,0.0051675744,-0.026579,-0.02786
200302,841.15,16.174,29.41,0.3122513206,0.0117,0.0595,0.0706,0.0472,0.0279187105,0.0009,0.0077050083,0.0329,0.0264,0.0025641197,-0.015246,-0.017225
200303,848.18,16.224,30.32,0.2861177008,0.0113,0.0589,0.0695,0.0486,0.0240985953,0.001,0.0060076461,-0.0135,-0.008,0.0061361179,0.010308,0.008967
200304,916.92,16.2043,31.73,0.2696540306,0.0113,0.0574,0.0685,0.0481,0.0199668846,0.001,-0.0021715527,0.0102,0.0229,0.0030648098,0.082774,0.081462
200305,963.59,16.1847,33.14,0.2583755061,0.0107,0.0522,0.0638,0.0436,0.0064481102,0.0009,-0.0016322089,0.0592,0.0471,0.0022283195,0.053251,0.051508
200306,974.51,16.165,34.55,0.2544883373,0.0092,0.0497,0.0619,0.0452,0.0012618836,0.001,0.0010899183,-0.0154,-0.0143,0.0019977007,0.012816,0.011351
200307,990.31,16.3053,35.8933,0.2476433348,0.009,0.0549,0.0662,0.0542,0.0002715813,0.0007,0.0010887316,-0.0982,-0.0881,0.0020460156,0.017932,0.016505
200308,1008.01,16.4457,37.2367,0.2428560733,0.0095,0.0588,0.0701,0.0532,0.0029170177,0.0007,0.0038064165,0.0166,0.0219,0.0009660564,0.019597,0.018014
200309,995.97,16.586,38.58,0.2465417826,0.0094,0.0572,0.0679,0.049,0.0073234015,0.0008,0.0032502709,0.0546,0.0503,0.0018690885,-0.010737,-0.012107
200310,1050.71,16.8523,41.9667,0.2333089667,0.0092,0.057,0.0673,0.0518,0.0072114259,0.0007,-0.0010799136,-0.0283,-0.0203,0.0014076127,0.05556,0.05397
200311,1058.2,17.1187,45.3533,0.2337541521,0.0093,0.0565,0.0666,0.0519,0.0100007887,0.0007,-0.0027027027,-0.0027,0.0052,0.0009196631,0.009259,0.007606
200312,1111.92,17.385,48.74,0.2187398648,0.009,0.0562,0.066,0.0511,0.0069463157,0.0008,-0.0010840108,0.0139,0.0139,0.0008937,0.05178,0.050107
200401,1131.13,17.598,49.8267,0.218027721,0.0088,0.0554,0.0644,0.0499,0.0068865017,0.0007,0.0048833424,0.0187,0.0187,0.0009787934,0.019078,0.017991
200402,1144.94,17.811,50.9133,0.2160532204,0.0093,0.055,0.0627,0.0483,0.0093613224,0.0006,0.005399568,0.023,0.0178,0.0006107509,0.014403,0.012716
200403,1126.21,18.024,52,0.2817314655,0.0094,0.0533,0.0611,0.0474,0.0122820384,0.0009,0.0064446831,0.0141,0.0118,0.0019812495,-0.014982,-0.016267
200404,1107.3,18.2167,53.3833,0.2853718668,0.0094,0.0573,0.0646,0.0531,0.0137662795,0.0008,0.0032017076,-0.0588,-0.0534,0.0012309377,-0.015584,-0.016719
200405,1120.68,18.4093,54.7667,0.2864115739,0.0102,0.0604,0.0675,0.0539,0.0163300833,0.0006,0.0058510638,-0.0051,-0.0071,0.0009776153,0.013629,0.012024
200406,1140.84,18.602,56.15,0.279631603,0.0127,0.0601,0.0678,0.0532,0.0144914269,0.0008,0.0031729244,0.0121,0.0093,0.0007707704,0.019488,0.018019
200407,1101.72,18.789,56.69,0.2877883095,0.0133,0.0582,0.0662,0.0523,0.0147206707,0.001,-0.0015814444,0.0155,0.0184,0.0007770943,-0.032954,-0.034111
200408,1104.24,18.976,57.23,0.2868206158,0.0148,0.0565,0.0646,0.0493,0.0142786966,0.0011,0.0005279831,0.0395,0.0395,0.001442852,0.003807,0.002019
200409,1114.58,19.163,57.77,0.2894853015,0.0165,0.0546,0.0627,0.0488,0.0091322561,0.0011,0.0021108179,0.0096,0.0101,0.0007056832,0.010817,0.009347
200410,1130.2,19.256,58.03,0.2910095966,0.0176,0.0547,0.0621,0.0478,0.0074288562,0.0011,0.0052659294,0.0154,0.0164,0.0012304685,0.014973,0.013699
200411,1173.82,19.349,58.29,0.2798316459,0.0207,0.0552,0.062,0.0502,0.01217691,0.0015,0.0005238345,-0.0234,-0.02,0.0008574256,0.040559,0.035572
200412,1211.92,19.442,58.55,0.2706192427,0.0219,0.0547,0.0615,0.0484,0.0130015047,0.0016,-0.0036649215,0.025,0.0257,0.0007278502,0.033734,0.032086
200501,1181.27,19.703,59.1067,0.2781798561,0.0233,0.0536,0.0602,0.0465,0.0135454958,0.0016,0.0021019443,0.03,0.0277,0.0008214051,-0.023824,-0.024749
200502,1203.6,19.964,59.6633,0.2710410236,0.0254,0.052,0.0582,0.0479,0.0117584139,0.0016,0.0057682223,-0.0128,-0.0112,0.0008344437,0.021152,0.019015
200503,1180.59,20.225,60.22,0.3198568893,0.0274,0.054,0.0606,0.0488,0.009097231,0.0021,0.0078206465,-0.0072,-0.0125,0.0008598946,-0.01724,-0.018729
200504,1156.85,20.4583,61.2333,0.3296244007,0.0278,0.0533,0.0605,0.0461,0.0079355619,0.0021,0.0067252975,0.0373,0.0327,0.0018258937,-0.018926,-0.020076
200505,1191.5,20.6917,62.2467,0.3209655046,0.0284,0.0515,0.0601,0.044,0.0047766126,0.0024,-0.0010277492,0.0297,0.0295,0.000859416,0.031994,0.030156
200506,1191.33,20.925,63.26,0.3269790569,0.0297,0.0496,0.0586,0.0429,0.0053656599,0.0023,0.0005144033,0.0167,0.0141,0.0005421187,0.001717,0.000139
200507,1234.18,21.107,64.33,0.3157342746,0.0322,0.0506,0.0595,0.0456,0.0044800758,0.0024,0.0046272494,-0.0288,-0.0244,0.0006499082,0.037364,0.036163
200508,1220.33,21.289,65.4,0.3205331247,0.0344,0.0509,0.0596,0.0432,0.0054049394,0.003,0.0051177073,0.0333,0.0233,0.0006967234,-0.009159,-0.011265
200509,1228.81,21.471,66.47,0.3178915098,0.0342,0.0513,0.0603,0.0464,0.0067164013,0.0029,0.0122199593,-0.0338,-0.031,0.0006599007,0.008067,0.006916
200510,1207.01,21.7193,67.59,0.3218081871,0.0371,0.0535,0.063,0.0484,0.0057493057,0.0027,0.0020120724,-0.0196,-0.0204,0.0018179863,-0.015672,-0.016697
200511,1249.48,21.9677,68.71,0.3109143456,0.0388,0.0542,0.0639,0.0481,0.0057679659,0.0031,-0.0080321285,0.0076,0.0099,0.0005398989,0.038289,0.035675
200512,1248.29,22.216,69.83,0.3134779566,0.0389,0.0537,0.0632,0.0461,0.0030588856,0.0032,-0.004048583,0.0267,0.0225,0.0004329976,-0.00006,-0.001396
200601,1280.08,22.4053,70.7767,0.3092262579,0.0424,0.0529,0.0624,0.0474,-0.0004457404,0.0035,0.0076219512,-0.0118,-0.0093,0.0009754252,0.026442,0.025424
200602,1280.66,22.5947,71.7233,0.3056103611,0.0443,0.0535,0.0627,0.0457,0.0020383228,0.0034,0.0020171457,0.0238,0.0128,0.0006485364,0.002425,0.000167
200603,1294.87,22.784,72.67,0.3160094407,0.0451,0.0553,0.0641,0.0507,0.0021519945,0.0037,0.0055359839,-0.0539,-0.0404,0.0005452508,0.012909,0.011511
200604,1310.61,23.0017,73.2767,0.3088419778,0.046,0.0584,0.0668,0.0532,-0.0034725183,0.0036,0.0085085085,-0.0247,-0.0224,0.0005998073,0.012064,0.01085
200605,1270.09,23.2193,73.8833,0.3143403075,0.0472,0.0595,0.0675,0.0535,-0.0026567382,0.0043,0.0049627792,0.001,-0.002,0.0013551637,-0.028319,-0.030519
200606,1270.2,23.437,74.49,0.3148502899,0.0479,0.0589,0.0678,0.0531,-0.0021954894,0.004,0.0019753086,0.0092,0.0039,0.0021028157,0.001587,0.000348
200607,1276.66,23.6567,75.85,0.3138521753,0.0495,0.0585,0.0676,0.0518,-0.0023631203,0.004,0.0029571217,0.0199,0.0237,0.0014516632,0.005571,0.00451
200608,1303.82,23.8763,77.21,0.3084617987,0.0496,0.0568,0.0659,0.0496,-0.0084739867,0.0042,0.001965602,0.0299,0.0361,0.0004692515,0.02415,0.021679
200609,1335.85,24.096,78.57,0.3005932835,0.0481,0.0551,0.0643,0.0484,-0.0094934856,0.0041,-0.0049043649,0.017,0.0183,0.0005133952,0.026487,0.025296
